"Name","Platform","Genre","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Rating"
"UFC Undisputed 3","X360","Action",0.99,85,60,75,88,"T"
"Oddworld: Abe's Exoddus","PS","Platform",0.99,88,13,90,69,"T"
"The Bouncer","PS2","Action",0.99,66,20,79,35,"T"
"DiRT 2","PS3","Racing",0.99,87,63,81,94,"T"
"Guitar Hero: Aerosmith","PS3","Misc",0.99,70,39,49,26,"T"
"Apollo Justice: Ace Attorney","DS","Adventure",0.99,78,48,80,84,"T"
"Ace Combat X: Skies of Deception","PSP","Simulation",0.99,75,26,82,30,"T"
"Midnight Club: LA Remix","PSP","Racing",0.98,79,26,86,43,"T"
"Tales of Graces f","PS3","Role-Playing",0.98,77,55,81,336,"T"
"WWE SmackDown vs Raw 2008","Wii","Fighting",0.98,59,13,58,18,"T"
"Suikoden III","PS2","Role-Playing",0.98,86,23,76,113,"T"
"Medal of Honor: Underground","PS","Shooter",0.97,86,16,89,44,"T"
"Dark Cloud 2","PS2","Role-Playing",0.96,87,41,90,174,"T"
"Guitar Hero: Warriors of Rock","Wii","Misc",0.96,77,26,74,17,"T"
"PlayStation All-Stars Battle Royale","PS3","Action",0.95,74,69,72,540,"T"
"Kessen","PS2","Strategy",0.95,75,20,83,12,"T"
"Driver: San Francisco","PS3","Racing",0.95,79,53,76,114,"T"
"Lost Planet 2","PS3","Shooter",0.95,68,56,68,62,"T"
"Phantasy Star Portable","PSP","Role-Playing",0.94,64,38,77,19,"T"
"WWE SmackDown vs. Raw 2009","PS3","Fighting",0.94,78,37,69,49,"T"
"Bully","PS2","Action",0.94,87,69,90,293,"T"
"Prince of Persia: The Sands of Time","XB","Action",0.94,92,41,77,72,"T"
"Naruto Shippuden: Ultimate Ninja Storm 3","PS3","Fighting",0.93,77,32,78,187,"T"
"EA Sports UFC 2","PS4","Sports",0.93,79,38,61,157,"T"
"Tony Hawk's Pro Skater 4","XB","Sports",0.93,90,25,84,21,"T"
"White Knight Chronicles: International Edition","PS3","Role-Playing",0.93,64,77,74,213,"T"
"SingStar Abba","PS3","Misc",0.93,70,26,54,4,"T"
"Guitar Hero: Metallica","Wii","Misc",0.93,85,20,85,17,"T"
"007: The World is not Enough","PS","Action",0.92,61,11,66,44,"T"
"Phoenix Wright: Ace Attorney","DS","Adventure",0.92,81,53,91,203,"T"
"WWE SmackDown vs. Raw 2009","X360","Fighting",0.92,79,47,70,34,"T"
"Blue Dragon","X360","Role-Playing",0.92,79,56,77,161,"T"
"Knockout Kings 2002","PS2","Sports",0.91,76,23,80,12,"T"
"Tom Clancy's EndWar","X360","Strategy",0.91,77,63,71,53,"T"
"Xenoblade Chronicles","Wii","Role-Playing",0.91,92,59,88,950,"T"
"Dynasty Warriors 7","PS3","Action",0.91,57,25,73,57,"T"
"Lost Odyssey","X360","Role-Playing",0.9,78,68,82,432,"T"
"Street Fighter V","PS4","Fighting",0.9,77,80,33,1221,"T"
"Marvel: Ultimate Alliance 2","X360","Role-Playing",0.9,73,75,72,82,"T"
"Spider-Man 3","PS2","Platform",0.9,50,14,64,28,"T"
"James Bond 007: Agent Under Fire","XB","Shooter",0.9,71,16,74,15,"T"
"DJ Hero","PS3","Misc",0.9,86,53,77,49,"T"
"X-Men Legends","XB","Role-Playing",0.9,82,63,84,14,"T"
"Castlevania: Circle of the Moon","GBA","Platform",0.89,91,22,84,59,"T"
"Killzone: Liberation","PSP","Shooter",0.89,77,56,82,80,"T"
"Ace Combat 2","PS","Simulation",0.89,83,10,81,22,"T"
"Call of Duty: World at War","DS","Shooter",0.89,75,12,77,20,"T"
"The Simpsons Game","PS3","Action",0.88,71,30,74,49,"T"
"The Tomb Raider Trilogy","PS3","Action",0.88,78,37,80,60,"T"
"Dissidia 012: Duodecim Final Fantasy","PSP","Fighting",0.88,78,52,82,144,"T"
"Star Wars: The Force Unleashed","DS","Action",0.88,61,8,54,18,"T"
"Rock Band 3","X360","Misc",0.88,93,57,81,137,"T"
"WWE SmackDown vs. Raw 2011","X360","Fighting",0.88,75,49,75,45,"T"
"Crimson Skies: High Road to Revenge","XB","Simulation",0.87,88,49,87,45,"T"
"Spec Ops: Ranger Elite","PS","Shooter",0.87,48,4,65,16,"T"
"Phantasy Star Portable 2","PSP","Role-Playing",0.87,69,27,80,35,"T"
"Tony Hawk's Project 8","PS2","Sports",0.87,69,17,72,19,"T"
"Fight Night Round 2","PS2","Fighting",0.87,88,37,89,37,"T"
"Conflict: Desert Storm","XB","Shooter",0.87,65,14,80,17,"T"
"Vagrant Story","PS","Role-Playing",0.87,92,19,82,129,"T"
"Warriors Orochi","PS2","Action",0.87,55,14,81,16,"T"
"Mercenaries 2: World in Flames","PS3","Shooter",0.87,72,43,70,73,"T"
"Guitar Hero Live","PS4","Misc",0.86,80,69,61,160,"T"
"Rocky","PS2","Fighting",0.86,74,14,83,11,"T"
"Guitar Hero: Warriors of Rock","X360","Misc",0.86,72,65,64,51,"T"
"Dynasty Warriors 4: Xtreme Legends","PS2","Action",0.86,72,15,90,39,"T"
"Tomb Raider: Anniversary","Wii","Action",0.85,73,22,72,25,"T"
"Dragon Ball Z: Burst Limit","PS3","Fighting",0.85,71,32,71,51,"T"
"Tekken Tag Tournament 2","PS3","Fighting",0.85,82,50,81,193,"T"
"Street Fighter EX3","PS2","Fighting",0.85,64,17,78,31,"T"
"Spider-Man 2","GC","Action",0.84,80,41,87,30,"T"
" Tales of Xillia 2","PS3","Role-Playing",0.84,71,59,78,216,"T"
"Ghostbusters: The Video Game","PS3","Action",0.84,78,74,78,96,"T"
"The Incredibles","GC","Action",0.84,63,27,70,7,"T"
"Xenoblade Chronicles X","WiiU","Role-Playing",0.84,84,87,88,1548,"T"
"Skate 2","PS3","Sports",0.84,84,50,77,53,"T"
"Big Mutha Truckers","PS2","Racing",0.84,62,15,52,20,"T"
"Rogue Galaxy","PS2","Role-Playing",0.84,83,59,83,89,"T"
"Blazing Angels: Squadrons of WWII","Wii","Simulation",0.83,57,11,66,28,"T"
"Dynasty Warriors 2","PS2","Action",0.83,75,17,87,24,"T"
"Time Crisis 4","PS3","Shooter",0.83,60,52,73,21,"T"
"WWE SmackDown vs. Raw 2009","Wii","Fighting",0.83,79,18,84,18,"T"
"Street Fighter X Tekken","PS3","Fighting",0.83,84,51,52,191,"T"
"Tales of the Abyss","3DS","Role-Playing",0.83,75,33,75,197,"T"
"James Bond 007: Nightfire","XB","Shooter",0.82,78,30,77,25,"T"
"Tony Hawk's Pro Skater 3","GC","Sports",0.82,91,27,89,27,"T"
"Marvel: Ultimate Alliance","PS2","Role-Playing",0.82,81,29,81,33,"T"
"DJ Hero 2","X360","Misc",0.82,86,66,78,23,"T"
"Tony Hawk's Underground 2 Remix","PSP","Sports",0.82,83,49,79,34,"T"
"Dance Central 3","X360","Misc",0.81,86,43,79,45,"T"
"Tales of Destiny II","PS","Role-Playing",0.81,78,9,86,31,"T"
"MediEvil: Resurrection","PSP","Adventure",0.81,66,43,86,52,"T"
"Valkyrie Profile","PS","Role-Playing",0.81,81,8,87,37,"T"
"Shaun White Snowboarding","X360","Sports",0.81,60,48,75,25,"T"
"Guitar Hero: Warriors of Rock","PS3","Misc",0.81,74,46,70,30,"T"
"The Sims 2","PS2","Simulation",0.81,75,31,43,166,"T"
"Dragon Ball: Raging Blast 2","PS3","Fighting",0.81,60,27,74,63,"T"
"Star Wars Rogue Squadron III: Rebel Strike","GC","Simulation",0.8,75,36,75,50,"T"
"Professor Layton vs Phoenix Wright: Ace Attorney","3DS","Puzzle",0.8,79,69,84,99,"T"
"Final Fantasy Anthology","PS","Role-Playing",0.8,80,14,80,28,"T"
"DiRT 2","X360","Racing",0.8,87,65,81,110,"T"
"Guitar Hero: Metallica","X360","Misc",0.8,84,62,80,79,"T"
"Final Fantasy X / X-2 HD Remaster","PSV","Role-Playing",0.8,86,14,84,223,"T"
"The Sims 2: Pets","PSP","Simulation",0.79,57,9,72,10,"T"
"Dragon Ball Z: Budokai Tenkaichi 2","PS2","Fighting",0.79,73,31,85,61,"T"
"Guitar Hero: Aerosmith","PS2","Misc",0.79,71,11,62,15,"T"
"Star Wars The Clone Wars: Republic Heroes","Wii","Action",0.79,48,10,63,5,"T"
"Armored Core 2","PS2","Simulation",0.79,78,23,83,19,"T"
"Star Ocean: The Last Hope","X360","Role-Playing",0.79,72,56,71,150,"T"
"WWE 2K15","PS3","Sports",0.78,55,5,30,57,"T"
"Too Human","X360","Role-Playing",0.78,65,80,69,458,"T"
"Naruto Shippuden: Ultimate Ninja Storm 2","X360","Fighting",0.78,74,31,84,39,"T"
"The World Ends With You","DS","Role-Playing",0.78,88,59,88,283,"T"
"James Bond 007: Nightfire","GC","Shooter",0.78,80,17,85,46,"T"
"Goldeneye 007: Reloaded","PS3","Shooter",0.78,72,38,62,52,"T"
"Lips","X360","Misc",0.77,71,43,73,34,"T"
"Marvel Nemesis: Rise of the Imperfects","PS2","Fighting",0.77,53,30,62,46,"T"
"Ghost Squad","Wii","Shooter",0.77,69,42,74,31,"T"
"Maximo: Ghosts to Glory","PS2","Platform",0.77,84,33,86,16,"T"
"Unlimited Saga","PS2","Role-Playing",0.77,45,26,29,29,"T"
"Dragon Ball: Raging Blast","PS3","Fighting",0.77,57,26,71,58,"T"
"Twisted Metal: Head On","PSP","Action",0.77,79,45,81,38,"T"
"Need For Speed: Undercover","PSP","Racing",0.76,52,7,67,37,"T"
"Metroid Prime Hunters","DS","Shooter",0.76,85,54,79,188,"T"
"Star Wars Battlefront: Elite Squadron","PSP","Shooter",0.76,63,25,79,41,"T"
"The Sims 3","3DS","Simulation",0.76,52,29,32,31,"T"
"DJ Hero","Wii","Misc",0.76,87,22,75,19,"T"
"Star Wars: The Force Unleashed II","Wii","Action",0.76,71,10,77,31,"T"
"Genji: Days of the Blade","PS3","Action",0.75,55,46,57,30,"T"
"DJ Hero 2","PS3","Misc",0.75,86,46,77,22,"T"
"WWE SmackDown vs. Raw 2009","PSP","Fighting",0.75,72,9,59,9,"T"
"SoulCalibur V","PS3","Fighting",0.75,81,53,66,150,"T"
"Tony Hawk's Underground 2","XB","Sports",0.75,83,55,77,12,"T"
"Capcom vs. SNK 2: Mark of the Millennium 2001","PS2","Fighting",0.75,81,22,78,27,"T"
"Coded Arms","PSP","Shooter",0.75,59,42,64,61,"T"
"The Lord of the Rings: Conquest","PS3","Action",0.74,54,45,70,57,"T"
"Dark Souls II","X360","Role-Playing",0.74,91,30,78,915,"T"
"Tom Clancy's Rainbow Six: Vegas","PSP","Shooter",0.74,60,20,70,31,"T"
"Ace Combat: Assault Horizon","PS3","Action",0.74,77,28,66,82,"T"
"Tales of Vesperia","X360","Role-Playing",0.74,79,67,81,264,"T"
"Marvel: Ultimate Alliance 2","PS3","Role-Playing",0.73,74,48,72,51,"T"
"Resonance of Fate","PS3","Role-Playing",0.73,72,42,79,136,"T"
"Pirates of the Caribbean: At World's End","PS3","Action",0.73,55,24,68,19,"T"
"WWE SmackDown vs. Raw 2010","Wii","Fighting",0.73,78,11,76,9,"T"
"Final Fantasy XIII-2","X360","Role-Playing",0.73,79,50,62,268,"T"
"Oddworld: Munch's Oddysee","XB","Platform",0.73,80,30,86,32,"T"
"Persona 4: Arena","PS3","Fighting",0.73,86,47,76,180,"T"
"Brink","PS3","Shooter",0.73,72,39,57,168,"T"
"Naruto Shippuden: Ultimate Ninja Storm Generations","PS3","Fighting",0.73,74,23,70,83,"T"
"James Bond 007: Agent Under Fire","GC","Shooter",0.72,74,16,67,25,"T"
"Ultimate Spider-Man","PS2","Action",0.72,74,52,78,54,"T"
"Total War: Rome II","PC","Strategy",0.72,76,71,41,3742,"T"
"Star Ocean: The Last Hope International","PS3","Role-Playing",0.72,74,45,66,155,"T"
"Indiana Jones and the Staff of Kings","Wii","Action",0.72,55,32,69,28,"T"
"X-Men: Mutant Academy 2","PS","Fighting",0.72,72,12,83,18,"T"
"Mobile Suit Gundam: Encounters in Space","PS2","Simulation",0.72,66,10,84,37,"T"
"DiRT 3","X360","Racing",0.72,87,81,70,166,"T"
"The Lord of the Rings: The Two Towers","XB","Action",0.71,79,17,80,18,"T"
"Skate","X360","Sports",0.71,86,59,83,137,"T"
"Virtua Fighter 4: Evolution","PS2","Fighting",0.71,93,30,89,48,"T"
"Godzilla: Destroy All Monsters Melee","GC","Fighting",0.71,73,30,77,23,"T"
"Dragon Ball: Xenoverse 2","PS4","Action",0.71,73,54,77,117,"T"
"Dynasty Warriors 6","PS3","Action",0.71,59,31,72,49,"T"
"Dragon Quest Swords: The Masked Queen and the Tower of Mirrors","Wii","Role-Playing",0.7,65,43,58,21,"T"
"Tony Hawk's Underground","GC","Sports",0.7,89,19,84,24,"T"
"Spider-Man 2","PSP","Action",0.7,67,43,68,8,"T"
"Star Wars: Obi-Wan","XB","Action",0.7,58,28,58,14,"T"
"Ace Attorney Investigations: Miles Edgeworth","DS","Adventure",0.7,78,51,83,79,"T"
"Kill.Switch","PS2","Shooter",0.7,73,33,82,19,"T"
"Infinite Undiscovery","X360","Role-Playing",0.7,68,60,69,158,"T"
"Mobile Suit Gundam: Journey to Jaburo","PS2","Simulation",0.7,58,16,80,49,"T"
"TimeSplitters 2","PS2","Shooter",0.7,90,33,87,127,"T"
"Omerta: City of Gangsters","X360","Simulation",0.7,43,18,32,25,"T"
"Driver: San Francisco","X360","Racing",0.7,80,63,75,130,"T"
"James Bond 007: Blood Stone","PS3","Shooter",0.7,65,49,73,45,"T"
"Metal Gear Solid: Portable Ops Plus","PSP","Action",0.69,65,19,74,27,"T"
"MotionSports","X360","Sports",0.69,40,30,43,9,"T"
"Dragon Ball Z: Budokai","GC","Fighting",0.69,65,16,62,15,"T"
"Prince of Persia: The Forgotten Sands","PS3","Action",0.69,75,49,75,120,"T"
"The Lord of the Rings: The Return of the King","GC","Action",0.69,84,23,84,21,"T"
"The Sims: Medieval","PC","Simulation",0.69,77,56,60,173,"T"
"Baldur's Gate: Dark Alliance II","PS2","Role-Playing",0.68,78,44,86,54,"T"
"IL-2 Sturmovik: Birds of Prey","PS3","Simulation",0.68,81,28,72,20,"T"
"Test Drive Unlimited 2","X360","Racing",0.68,68,61,63,87,"T"
"Naruto: Clash of Ninja","GC","Fighting",0.68,72,21,80,20,"T"
"Suikoden II","PS","Role-Playing",0.68,82,8,83,162,"T"
"Iron Man","PS3","Action",0.68,42,27,61,45,"T"
"Fight Night 2004","XB","Fighting",0.68,85,47,86,20,"T"
".hack//Mutation Part 2","PS2","Role-Playing",0.68,76,24,88,81,"T"
"RIFT","PC","Role-Playing",0.67,84,59,72,561,"T"
"Spider-Man 3","PS3","Platform",0.67,60,33,69,40,"T"
"Armored Core 3","PS2","Simulation",0.67,74,23,89,33,"T"
"Star Wars: Republic Commando","XB","Shooter",0.67,78,54,88,89,"T"
"Terraria","X360","Action",0.67,81,39,71,139,"T"
"Red Steel","Wii","Shooter",0.67,63,54,67,121,"T"
"Blazing Angels: Squadrons of WWII","PS3","Simulation",0.66,67,26,68,9,"T"
"WWE SmackDown vs. RAW 2007","PSP","Fighting",0.66,78,13,80,21,"T"
"Tony Hawk's Proving Ground","PS2","Sports",0.66,65,6,65,17,"T"
"Darkstone","PS","Role-Playing",0.66,58,10,82,12,"T"
"Street Fighter Anniversary Collection","PS2","Fighting",0.66,78,30,86,20,"T"
"Napoleon: Total War","PC","Strategy",0.66,81,56,78,515,"T"
"The Sims: Bustin' Out","GC","Simulation",0.66,81,30,89,15,"T"
"Tom Clancy's EndWar","PS3","Strategy",0.66,76,33,65,42,"T"
"Suikoden IV","PS2","Role-Playing",0.66,63,44,72,47,"T"
"Gods Eater Burst","PSP","Action",0.66,71,30,78,35,"T"
"One Piece: Pirate Warriors 2","PS3","Action",0.66,71,35,77,61,"T"
"Freedom Wars","PSV","Role-Playing",0.65,73,39,82,265,"T"
"Shaun White Snowboarding","PS3","Sports",0.65,63,30,62,26,"T"
"Radiata Stories","PS2","Role-Playing",0.65,74,36,89,54,"T"
"F-Zero GX","GC","Racing",0.65,89,50,84,161,"T"
"Scene It? Box Office Smash","X360","Misc",0.65,76,32,73,25,"T"
"Monster Jam: Maximum Destruction","PS2","Racing",0.65,47,11,59,6,"T"
"The Last Story","Wii","Role-Playing",0.65,80,61,83,179,"T"
"Champions: Return to Arms","PS2","Role-Playing",0.65,77,48,87,43,"T"
"007: Quantum of Solace","Wii","Action",0.65,54,11,74,26,"T"
"Need For Speed: Undercover","Wii","Racing",0.64,54,12,61,29,"T"
"GoldenEye: Rogue Agent","PS2","Shooter",0.64,60,38,69,32,"T"
"WWE 2K15","X360","Sports",0.64,50,5,39,65,"T"
"Star Ocean: First Departure","PSP","Role-Playing",0.64,74,32,73,28,"T"
"James Bond 007: Everything or Nothing","XB","Shooter",0.64,83,51,73,27,"T"
"X2: Wolverine's Revenge","PS2","Platform",0.64,58,24,71,13,"T"
"TimeSplitters 2","XB","Shooter",0.64,88,20,76,34,"T"
"Sengoku Basara: Samurai Heroes","PS3","Action",0.64,61,37,78,29,"T"
"Stuntman: Ignition","X360","Racing",0.64,75,38,72,31,"T"
"The Crew","XOne","Racing",0.64,64,18,58,176,"T"
"Dragon Ball: Raging Blast 2","X360","Fighting",0.64,57,33,73,30,"T"
"Lost Planet: Extreme Condition","PS3","Shooter",0.64,67,34,69,36,"T"
"X-Men Legends II: Rise of Apocalypse","PS2","Role-Playing",0.63,82,44,72,41,"T"
"Rock Band 3","Wii","Misc",0.63,91,10,68,36,"T"
"Tony Hawk's Pro Skater 2x","XB","Sports",0.63,78,24,87,5,"T"
"The Lord of the Rings: Conquest","X360","Action",0.63,55,58,69,110,"T"
"Iron Man","PSP","Action",0.63,44,7,64,16,"T"
"White Knight Chronicles II","PS3","Role-Playing",0.63,60,45,70,64,"T"
"Juiced 2: Hot Import Nights","X360","Racing",0.63,68,24,75,21,"T"
"The Sims 3: Generations","PC","Simulation",0.63,70,22,35,81,"T"
"Okami","PS2","Action",0.63,93,69,92,327,"T"
"Tony Hawk's Project 8","PS3","Sports",0.63,76,43,71,14,"T"
"Ghostbusters: The Video Game","X360","Action",0.63,79,53,84,125,"T"
"Tony Hawk's American Wasteland","XB","Sports",0.62,77,40,76,15,"T"
"Wild ARMs 3","PS2","Role-Playing",0.62,78,30,83,38,"T"
"Test Drive Unlimited 2","PS3","Racing",0.62,70,43,60,44,"T"
"Viewtiful Joe","GC","Action",0.62,93,52,82,115,"T"
"Guitar Hero: Metallica","PS3","Misc",0.62,86,44,79,48,"T"
"Red Steel 2","Wii","Shooter",0.62,80,73,85,178,"T"
"XGRA: Extreme G-Racing Association","PS2","Racing",0.62,68,23,85,8,"T"
"Prince of Persia: The Forgotten Sands","X360","Action",0.62,74,69,77,112,"T"
"Warriors Orochi 3","PS3","Action",0.62,70,17,78,35,"T"
"DJ Hero 2","Wii","Misc",0.62,88,20,74,17,"T"
"Samurai Warriors 2","PS2","Action",0.61,58,26,87,13,"T"
"Metroid Prime: Trilogy","Wii","Shooter",0.61,91,48,92,316,"T"
"Robotech: Battlecry","PS2","Shooter",0.61,72,20,84,8,"T"
"Time Crisis 3","PS2","Shooter",0.61,81,29,80,12,"T"
"Dragon Ball Z: Ultimate Tenkaichi","PS3","Fighting",0.61,58,26,53,77,"T"
"Naruto: Ultimate Ninja","PS2","Fighting",0.61,75,34,76,35,"T"
"Fight Night Round 2","XB","Fighting",0.6,88,48,87,27,"T"
"Dynasty Warriors 8","PS3","Action",0.6,68,26,84,75,"T"
"Fighters Uncaged","X360","Fighting",0.6,32,38,45,23,"T"
"Muramasa: The Demon Blade","Wii","Role-Playing",0.6,81,58,86,101,"T"
"Okami","Wii","Action",0.6,90,44,88,236,"T"
"WWE 2K17","PS4","Sports",0.6,69,50,68,88,"T"
"Total War: Shogun 2","PC","Strategy",0.6,90,62,82,1180,"T"
"Medal of Honor: Frontline","GC","Shooter",0.59,80,16,78,16,"T"
"WWE 2K16","XOne","Sports",0.59,72,18,56,75,"T"
"Naruto: The Broken Bond","X360","Action",0.59,80,34,77,46,"T"
"Iron Man","Wii","Action",0.59,44,14,69,8,"T"
"The Fight: Lights Out","PS3","Fighting",0.59,48,39,74,77,"T"
"SoulCalibur V","X360","Fighting",0.58,77,56,61,124,"T"
"Lost: Via Domus","X360","Action",0.58,55,50,63,58,"T"
"The Lord of the Rings: The Third Age","PS2","Role-Playing",0.58,73,35,81,60,"T"
"Call of Duty: Black Ops","DS","Shooter",0.58,74,13,59,54,"T"
"Terminator 3: Rise of the Machines","PS2","Action",0.58,38,21,62,23,"T"
"Guitar Hero: Smash Hits","Wii","Misc",0.58,74,17,76,6,"T"
"Tom Clancy's HAWX","X360","Action",0.58,73,64,72,51,"T"
"JoJo's Bizarre Adventure: All Star Battle","PS3","Fighting",0.58,71,53,82,55,"T"
"Contra: Shattered Soldier","PS2","Shooter",0.58,78,33,65,25,"T"
"Tony Hawk's Pro Skater 4","GC","Sports",0.58,91,19,85,21,"T"
"Naruto: Uzumaki Chronicles 2","PS2","Action",0.58,52,22,68,17,"T"
"Tales of the Abyss","PS2","Role-Playing",0.57,78,22,83,109,"T"
"Blacksite: Area 51","X360","Shooter",0.57,62,48,60,65,"T"
"The Sims 3: World Adventures","PC","Simulation",0.57,81,31,79,72,"T"
"BlazBlue: Calamity Trigger","PS3","Fighting",0.57,87,50,83,112,"T"
"Iron Man","X360","Action",0.57,45,43,58,52,"T"
"Naruto: Ultimate Ninja 2","PS2","Fighting",0.57,73,27,78,27,"T"
"Rock Band 3","PS3","Misc",0.57,91,34,79,95,"T"
"Blood Wake","XB","Shooter",0.57,71,30,74,13,"T"
"Dynasty Warriors 5: Xtreme Legends","PS2","Action",0.57,57,22,90,26,"T"
"WWE 2K15","XOne","Sports",0.57,56,25,56,63,"T"
"Wreckless: ThE YaKuza MisSiOns","XB","Racing",0.57,74,36,51,13,"T"
"Disgaea 4: A Promise Unforgotten","PS3","Role-Playing",0.57,80,39,77,126,"T"
"Spider-Man 3","X360","Platform",0.57,63,61,69,53,"T"
"The Conduit","Wii","Shooter",0.57,69,79,81,258,"T"
"Tomb Raider: Anniversary","PSP","Action",0.57,78,32,81,28,"T"
"Breath of Fire IV","PS","Role-Playing",0.56,83,10,88,45,"T"
"Odin Sphere","PS2","Role-Playing",0.56,83,49,85,59,"T"
"The Lord of the Rings: The Return of the King","GBA","Action",0.56,77,13,81,11,"T"
"The Sims: Bustin' Out","XB","Simulation",0.56,81,26,88,12,"T"
"Cabela's Big Game Hunter 2005 Adventures","PS2","Sports",0.56,55,4,83,16,"T"
"Battlefield 2: Modern Combat","XB","Shooter",0.56,80,49,81,29,"T"
"Tom Clancy's HAWX","PS3","Action",0.56,74,35,80,39,"T"
"Need for Speed: Most Wanted","GC","Racing",0.56,80,18,90,22,"T"
"WWE Raw 2","XB","Fighting",0.56,68,26,72,25,"T"
"Fullmetal Alchemist and the Broken Angel","PS2","Role-Playing",0.56,56,35,80,38,"T"
"Tony Hawk's Project 8","PSP","Sports",0.56,68,11,75,14,"T"
"Batman Begins","PS2","Action",0.56,64,41,72,70,"T"
"Tony Hawk's Proving Ground","X360","Sports",0.56,72,59,53,44,"T"
"Gravity Rush","PSV","Action",0.56,83,73,84,625,"T"
"Frontlines: Fuel of War","X360","Shooter",0.56,75,55,77,77,"T"
"Lunar: Silver Star Story Complete","PS","Role-Playing",0.55,78,15,90,35,"T"
"Enslaved: Odyssey to the West","PS3","Action",0.55,80,53,73,312,"T"
"WWF Raw","XB","Fighting",0.55,68,33,65,15,"T"
"Guitar Hero Live","XOne","Misc",0.55,81,21,50,69,"T"
"Batman: Vengeance","PS2","Adventure",0.55,68,19,66,12,"T"
"Tony Hawk's Pro Skater 3","XB","Sports",0.55,93,22,83,17,"T"
"Lips: Number One Hits","X360","Misc",0.55,70,22,75,7,"T"
"Jak X: Combat Racing","PS2","Racing",0.55,76,46,76,63,"T"
"Iron Man","PS2","Action",0.54,47,8,55,15,"T"
"Legends of WrestleMania","PS3","Fighting",0.54,70,43,64,19,"T"
"Front Mission 4","PS2","Strategy",0.54,75,39,85,22,"T"
"Enslaved: Odyssey to the West","X360","Action",0.54,82,72,77,295,"T"
"Dragon Ball Z: Shin Budokai","PSP","Fighting",0.54,70,21,80,19,"T"
"Dynasty Warriors: Gundam 3","PS3","Action",0.54,58,18,74,20,"T"
"Fire Emblem: Path of Radiance","GC","Action",0.54,85,42,88,141,"T"
"Hotel Dusk: Room 215","DS","Adventure",0.54,78,57,85,102,"T"
"Greg Hastings' Tournament Paintball","XB","Shooter",0.54,74,11,91,42,"T"
"Dragon Ball Z: Ultimate Tenkaichi","X360","Fighting",0.54,55,24,57,52,"T"
"War of the Monsters","PS2","Fighting",0.54,80,41,88,68,"T"
"Harry Potter and the Deathly Hallows - Part 1","Wii","Action",0.54,41,8,49,11,"T"
"The Incredible Hulk: Ultimate Destruction","PS2","Action",0.54,83,41,86,38,"T"
"Time Crisis: Razing Storm","PS3","Shooter",0.54,58,49,58,15,"T"
"Time Crisis II","PS2","Shooter",0.53,81,21,78,20,"T"
"Valkyria Chronicles II","PSP","Role-Playing",0.53,83,54,80,67,"T"
"Tatsunoko vs. Capcom: Ultimate All-Stars","Wii","Fighting",0.53,85,62,87,85,"T"
"007 Racing","PS","Racing",0.53,51,16,45,14,"T"
"Tactics Ogre: Let Us Cling Together","PSP","Role-Playing",0.53,87,49,87,102,"T"
"Dragon's Crown","PS3","Role-Playing",0.53,82,62,82,288,"T"
"Overwatch","PC","Shooter",0.53,91,62,67,4052,"T"
"Peter Jackson's King Kong: The Official Game of the Movie","XB","Action",0.53,82,43,84,11,"T"
"Medal of Honor: European Assault","XB","Shooter",0.53,72,42,69,15,"T"
"The Lord of the Rings: The Fellowship of the Ring","XB","Action",0.53,59,23,65,10,"T"
"X-Men Legends","GC","Role-Playing",0.53,81,36,84,11,"T"
"StarCraft II: Legacy of the Void","PC","Strategy",0.53,88,62,82,833,"T"
"WWE SmackDown vs. Raw 2010","DS","Fighting",0.53,75,7,82,4,"T"
"Oni","PS2","Action",0.53,69,24,77,22,"T"
"Tom Clancy's Ghost Recon Advanced Warfighter 2","PSP","Shooter",0.53,61,12,63,9,"T"
"Terminator Salvation","PS3","Shooter",0.53,43,41,38,70,"T"
"The Lord of the Rings: The Two Towers","GC","Action",0.53,82,13,86,23,"T"
"Batman: Arkham City","PC","Action",0.53,91,27,85,1847,"T"
