"Name","Platform","Genre","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Rating"
"Mega Man Anniversary Collection","PS2","Platform",0.59,81,26,89,20,"E"
"Harvest Moon: Friends of Mineral Town","GBA","Simulation",0.59,81,25,95,116,"E"
"WarioWare D.I.Y.","DS","Misc",0.59,82,53,86,39,"E"
"Mega Man X7","PS2","Action",0.58,58,30,50,38,"E"
"Top Spin 3","Wii","Action",0.58,68,18,56,29,"E"
"Game Party in Motion","X360","Misc",0.58,33,6,36,9,"E"
"NCAA Football 09","PS3","Sports",0.58,81,20,72,25,"E"
"MLB 11: The Show","PS3","Sports",0.58,90,30,77,87,"E"
"Kinect Rush: A Disney Pixar Adventure","X360","Adventure",0.58,68,31,50,15,"E"
"NBA 2K7","X360","Sports",0.58,84,46,77,67,"E"
"NASCAR: Dirt to Daytona","PS2","Racing",0.58,84,10,87,19,"E"
"Digimon World 2","PS","Role-Playing",0.58,42,5,75,47,"E"
"FIFA Soccer","PSV","Sports",0.58,79,45,71,79,"E"
"Skate it","Wii","Sports",0.58,70,37,83,25,"E"
"Madden NFL 2002","XB","Sports",0.58,90,16,80,8,"E"
"Tony Hawk's Pro Skater 4","GBA","Sports",0.57,85,13,87,4,"E"
"ATV Offroad Fury: Blazin' Trails","PSP","Racing",0.57,63,32,77,16,"E"
"Spyro Orange: The Cortex Conspiracy","GBA","Action",0.57,60,25,69,12,"E"
"Madden NFL 06","GC","Sports",0.57,86,21,84,11,"E"
"FIFA World Cup Germany 2006","PS2","Sports",0.57,77,28,80,33,"E"
"SpongeBob SquarePants: Battle for Bikini Bottom","XB","Platform",0.57,70,8,88,17,"E"
"Pro Evolution Soccer 2012","PSP","Action",0.57,74,4,62,8,"E"
"RalliSport Challenge","XB","Racing",0.57,87,32,82,19,"E"
"Top Spin 3","PS3","Action",0.57,75,36,74,20,"E"
"NHL Hitz 20-02","PS2","Sports",0.56,78,18,75,8,"E"
"Classic NES Series: Dr. Mario","GBA","Puzzle",0.56,66,10,74,6,"E"
"NCAA March Madness 07","PS2","Sports",0.56,63,9,85,7,"E"
"Monsters, Inc. Scream Team","PS","Platform",0.56,65,10,68,8,"E"
"Top Spin 3","X360","Action",0.56,78,47,75,36,"E"
"All-Star Baseball 2002","PS2","Sports",0.56,77,16,75,8,"E"
"Dr. Seuss' The Cat in the Hat","PS2","Misc",0.56,56,6,64,8,"E"
"Barbie Groovy Games","GBA","Misc",0.56,47,5,69,4,"E"
"Blinx: The Time Sweeper","XB","Platform",0.56,71,36,79,41,"E"
"ESPN NFL Football","PS2","Sports",0.56,91,20,84,25,"E"
"Major League Baseball 2K5","XB","Sports",0.56,81,25,81,17,"E"
"Tetris Party Deluxe","Wii","Puzzle",0.56,72,19,57,4,"E"
"Archer Maclean's Mercury","PSP","Puzzle",0.56,75,39,65,21,"E"
"MX 2002 Featuring Ricky Carmichael","PS2","Racing",0.56,76,17,82,9,"E"
"NCAA Football 07","XB","Sports",0.56,88,20,68,10,"E"
"Harvest Moon: The Tale of Two Towns","DS","Simulation",0.55,68,6,74,13,"E"
"Dora The Explorer: Dora Saves the Snow Princess","Wii","Platform",0.55,47,4,69,5,"E"
"Hot Shots Golf: World Invitational","PSV","Sports",0.55,76,55,80,77,"E"
"Mega Man Zero","GBA","Platform",0.55,82,17,88,31,"E"
"NBA 2K8","PS3","Sports",0.55,81,18,67,19,"E"
"MX vs. ATV: Alive","X360","Racing",0.55,63,43,71,24,"E"
"Shrek 2","XB","Platform",0.55,72,31,83,5,"E"
"Purr Pals","DS","Simulation",0.55,67,4,67,6,"E"
"Tak and the Power of Juju","GBA","Platform",0.55,79,28,91,19,"E"
"American Idol","PS2","Misc",0.55,41,14,47,12,"E"
"CrossworDS","DS","Puzzle",0.55,67,19,67,6,"E"
"Viva Pinata: Pocket Paradise","DS","Simulation",0.55,82,34,70,15,"E"
"The SpongeBob SquarePants Movie","XB","Platform",0.54,74,14,84,8,"E"
"F1 2013","PS3","Racing",0.54,77,22,62,40,"E"
"Tiger Woods PGA Tour 08","X360","Sports",0.54,80,45,77,26,"E"
"Dance Dance Revolution Ultramix","XB","Simulation",0.54,82,24,87,10,"E"
"Tiger Woods PGA Tour 13","PS3","Sports",0.54,75,14,56,9,"E"
"Tiger Woods PGA Tour 11","Wii","Sports",0.54,84,29,82,23,"E"
"NBA Live 10","PS3","Sports",0.54,81,32,74,25,"E"
"SSX Tricky","GC","Sports",0.54,87,20,85,18,"E"
"ESPN NBA Basketball","PS2","Sports",0.54,89,18,83,38,"E"
"Mat Hoffman's Pro BMX","PS","Sports",0.54,80,15,85,16,"E"
"The Hobbit","PS2","Platform",0.54,59,17,85,14,"E"
"NBA Street Vol. 2","GC","Sports",0.54,88,16,80,7,"E"
"Summer Sports: Paradise Island","Wii","Sports",0.53,46,7,45,7,"E"
"NCAA March Madness 06","PS2","Sports",0.53,78,19,90,13,"E"
"Rune Factory: A Fantasy Harvest Moon","DS","Role-Playing",0.53,78,26,80,52,"E"
"NCAA March Madness 2005","PS2","Sports",0.53,78,19,82,13,"E"
"MLB SlugFest 20-04","PS2","Sports",0.53,78,23,82,8,"E"
"Ty the Tasmanian Tiger 2: Bush Rescue","PS2","Platform",0.53,71,24,81,22,"E"
"NBA 06","PS2","Sports",0.53,63,26,62,27,"E"
"Excite Truck","Wii","Racing",0.53,72,57,83,83,"E"
"ModNation Racers","PSP","Racing",0.53,73,22,76,22,"E"
"SpongeBob SquarePants featuring Nicktoons: Globs of Doom","Wii","Action",0.53,47,5,53,10,"E"
"Mario Tennis: Power Tour","GBA","Sports",0.52,81,21,79,25,"E"
"Mystery Dungeon: Shiren the Wanderer","DS","Role-Playing",0.52,69,27,81,21,"E"
"GT Pro Series","Wii","Racing",0.52,41,15,39,21,"E"
"Tiger Woods PGA Tour 11","X360","Sports",0.52,79,51,77,19,"E"
"F1 2009","PSP","Racing",0.52,68,23,71,14,"E"
"NBA Live 08","X360","Sports",0.52,73,37,52,19,"E"
"We Love Katamari","PS2","Puzzle",0.52,86,61,88,51,"E"
"Sesame Street: Once Upon A Monster","X360","Misc",0.52,79,26,68,22,"E"
"NCAA Football 2003","XB","Sports",0.52,90,14,81,15,"E"
"Madden NFL 07","PS3","Sports",0.52,76,25,41,22,"E"
"NBA Live 09","PS3","Sports",0.52,75,32,77,15,"E"
"Rory McIlroy PGA Tour","PS4","Action",0.52,61,33,36,78,"E"
"Kirby and the Rainbow Curse","WiiU","Platform",0.52,73,72,79,227,"E"
"SSX On Tour","PS2","Sports",0.52,80,41,78,26,"E"
"Tony Hawk's Pro Skater 3","GBA","Sports",0.52,90,20,79,6,"E"
"Rune Factory 2: A Fantasy Harvest Moon","DS","Role-Playing",0.52,77,14,78,30,"E"
"Harry Potter and the Prisoner of Azkaban","GBA","Action",0.52,69,11,80,12,"E"
"SimAnimals","DS","Simulation",0.52,70,10,74,4,"E"
"NBA Live 2002","PS","Sports",0.52,81,6,87,9,"E"
"Epic Mickey 2: The Power of Two","X360","Action",0.51,59,35,54,22,"E"
"Pac-Man Fever","PS2","Misc",0.51,47,14,62,7,"E"
"HSX HyperSonic.Xtreme","PS2","Racing",0.51,53,17,83,8,"E"
"Madden NFL 2004","GC","Sports",0.51,94,19,76,17,"E"
"NBA Live 07","PSP","Sports",0.51,64,9,74,4,"E"
"Major League Baseball 2K10","X360","Sports",0.51,76,26,75,38,"E"
"Ratatouille","PS3","Action",0.51,55,8,47,4,"E"
"NBA Live 2004","XB","Sports",0.51,85,19,81,11,"E"
"Pro Evolution Soccer 2010","Wii","Sports",0.51,82,13,83,17,"E"
"Disney's Kim Possible: Revenge of Monkey Fist","GBA","Platform",0.51,62,4,87,8,"E"
"The BIGS","PS2","Sports",0.51,71,4,47,4,"E"
"NBA Ballers","XB","Sports",0.51,82,35,80,8,"E"
"Tiger Woods PGA Tour 13","X360","Sports",0.51,77,47,55,39,"E"
"Sonic Riders","PS2","Racing",0.5,55,41,71,25,"E"
"Looney Tunes: Back in Action","PS2","Platform",0.5,51,9,74,6,"E"
"Ratatouille","Wii","Action",0.5,62,16,66,12,"E"
"Activision Anthology","PS2","Misc",0.5,75,13,76,6,"E"
"Picross DS","DS","Puzzle",0.5,83,33,86,36,"E"
"Pro Evolution Soccer 2012","X360","Action",0.5,78,36,65,55,"E"
"Tactics Ogre: The Knight of Lodis","GBA","Role-Playing",0.5,88,20,90,26,"E"
"Sega Bass Fishing","Wii","Sports",0.5,59,29,62,9,"E"
"RPG Maker","PS","Role-Playing",0.5,66,11,81,9,"E"
"Major League Baseball 2K12","X360","Sports",0.5,68,19,63,22,"E"
"The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","PS2","Action",0.5,65,8,72,8,"E"
"NBA Street Homecourt","X360","Sports",0.5,80,42,81,30,"E"
"SplashDown: Rides Gone Wild","PS2","Racing",0.5,80,25,86,16,"E"
"Rayman Advance","GBA","Platform",0.5,84,17,83,16,"E"
"Madden NFL 07","Wii","Sports",0.49,81,35,79,16,"E"
"Spider-Man 2","DS","Action",0.49,61,46,49,6,"E"
"Ridge Racer 3D","3DS","Racing",0.49,75,59,71,56,"E"
"Picross 3D","DS","Puzzle",0.49,83,35,83,33,"E"
"Super Monkey Ball 3D","3DS","Action",0.49,55,57,54,31,"E"
"SpongeBob SquarePants: Creature from the Krusty Krab","Wii","Platform",0.49,57,16,55,7,"E"
"F1 2012","X360","Racing",0.49,84,42,68,56,"E"
"SpongeBob SquarePants: Creature from the Krusty Krab","DS","Platform",0.49,56,7,72,4,"E"
"Pokemon Art Academy ","3DS","Misc",0.49,76,22,76,19,"E"
"FIFA Soccer 09","DS","Sports",0.49,84,5,60,31,"E"
"Need for Speed: Porsche Unleashed","GBA","Racing",0.48,62,4,77,8,"E"
"NFL Street 2","XB","Sports",0.48,78,44,64,11,"E"
"You're in the Movies","X360","Misc",0.48,55,21,54,20,"E"
"Tiger Woods PGA Tour 07","X360","Sports",0.48,80,44,78,21,"E"
"Mario Golf: World Tour","3DS","Sports",0.48,78,73,81,76,"E"
"Crash of the Titans","DS","Action",0.48,73,8,58,10,"E"
"Theme Park Roller Coaster","PS2","Strategy",0.48,82,11,78,17,"E"
"Midnight Club: Street Racing","GBA","Racing",0.48,50,5,52,6,"E"
"Tiger Woods PGA Tour 06","XB","Sports",0.48,81,30,50,11,"E"
"Fortune Street","Wii","Misc",0.48,68,42,74,24,"E"
"FIFA World Cup Germany 2006","X360","Sports",0.48,72,49,65,33,"E"
"World of Outlaws: Sprint Cars 2002","PS2","Racing",0.48,80,10,90,10,"E"
"Fantavision","PS2","Puzzle",0.47,72,18,62,9,"E"
"Ford Racing Off Road","Wii","Racing",0.47,37,5,62,4,"E"
"FIFA Soccer 13","WiiU","Action",0.47,69,28,61,49,"E"
"Hot Wheels Velocity X","PS2","Racing",0.47,54,7,70,16,"E"
"MySims Racing","Wii","Racing",0.47,68,22,73,5,"E"
"Viva Pinata: Trouble in Paradise","X360","Simulation",0.47,82,64,78,61,"E"
"Epic Mickey 2: The Power of Two","PS3","Action",0.47,59,36,42,24,"E"
"NBA Ballers: Phenom","PS2","Sports",0.47,69,19,84,8,"E"
"FlingSmash","Wii","Action",0.47,48,26,67,13,"E"
"Dance Dance Revolution: Mario Mix","GC","Misc",0.47,69,28,83,19,"E"
"Tiger Woods PGA Tour 07","Wii","Sports",0.47,71,41,68,44,"E"
"Art Academy: Lessons for Everyone","3DS","Action",0.46,81,14,75,22,"E"
"2010 FIFA World Cup South Africa","PSP","Sports",0.46,69,11,73,9,"E"
"SimCity Creator","Wii","Simulation",0.46,67,17,67,13,"E"
"Dragon Ball Z: Collectible Card Game","GBA","Misc",0.46,62,4,54,4,"E"
"Disney's Kim Possible 3: Team Possible","GBA","Platform",0.46,76,6,76,6,"E"
"MX vs. ATV: Alive","PS3","Racing",0.46,61,41,66,11,"E"
"NBA Live 07","X360","Sports",0.46,59,32,48,60,"E"
"The Legend of Spyro: Dawn of the Dragon","DS","Platform",0.46,57,9,67,10,"E"
"Crash Nitro Kart","GBA","Racing",0.46,77,6,82,12,"E"
"MX vs. ATV Untamed","PS3","Racing",0.46,67,33,60,8,"E"
"Boom Blox Bash Party","Wii","Puzzle",0.46,86,48,83,37,"E"
"Top Spin","XB","Sports",0.46,89,44,81,31,"E"
"The Powerpuff Girls: Relish Rampage","PS2","Action",0.45,46,5,67,5,"E"
"NFL Head Coach","PS2","Sports",0.45,66,22,68,15,"E"
"NHL 2005","PS2","Sports",0.45,75,21,82,23,"E"
"Brain Challenge","DS","Misc",0.45,68,7,69,4,"E"
"Major League Baseball 2K11","X360","Sports",0.45,69,27,67,24,"E"
"Sega Rally Revo","X360","Racing",0.45,77,42,71,30,"E"
"LEGO Rock Band","DS","Misc",0.45,80,8,74,6,"E"
"NBA Live 2005","GC","Sports",0.45,83,17,66,7,"E"
"NBA Live 10","X360","Sports",0.45,80,40,76,37,"E"
"Pro Evolution Soccer 2017","PS4","Sports",0.45,85,61,75,478,"E"
"Mario Golf: Advance Tour","GBA","Sports",0.45,84,38,85,14,"E"
"Celebrity Sports Showdown","Wii","Sports",0.45,50,12,45,18,"E"
"Disney Guilty Party","Wii","Misc",0.45,78,13,79,4,"E"
"Major League Baseball 2K6","PS2","Sports",0.44,70,19,51,27,"E"
"World Soccer Winning Eleven 9","XB","Sports",0.44,89,19,78,9,"E"
"Mario Tennis Ultra Smash","WiiU","Sports",0.44,58,58,52,133,"E"
"Virtua Tennis 4","PS3","Sports",0.44,69,49,65,28,"E"
"Tiger Woods PGA Tour 2003","XB","Sports",0.44,88,14,84,11,"E"
"Dragon Quest Heroes: Rocket Slime","DS","Action",0.44,83,41,75,45,"E"
"MX Unleashed","XB","Racing",0.44,81,18,92,12,"E"
"Wario World","GC","Platform",0.44,71,30,71,44,"E"
"FIFA Soccer 13","PSV","Action",0.44,57,9,40,89,"E"
"Food Network: Cook or Be Cooked","Wii","Misc",0.44,53,8,67,5,"E"
"NFL Blitz 20-03","PS2","Sports",0.44,73,15,85,5,"E"
"Classic NES Series: Metroid","GBA","Adventure",0.43,58,9,85,18,"E"
"Nicktoons: Attack of the Toybots","Wii","Platform",0.43,60,4,59,8,"E"
"Need for Speed Underground 2","GBA","Racing",0.43,72,8,81,13,"E"
"SSX Tricky","XB","Sports",0.43,88,22,84,11,"E"
"Tetris Axis","3DS","Puzzle",0.43,74,33,67,28,"E"
"NCAA Football 2004","XB","Sports",0.43,88,13,87,19,"E"
"Bionicle","PS2","Action",0.43,51,7,35,16,"E"
"MLB 2002","PS","Sports",0.43,76,5,80,8,"E"
"MLB 14: The Show","PS3","Sports",0.43,81,26,67,79,"E"
"Mega Man Zero 2","GBA","Platform",0.43,81,17,85,18,"E"
"EyeToy: AntiGrav","PS2","Sports",0.43,71,38,77,5,"E"
"Madden NFL 2003","GC","Sports",0.43,92,13,84,17,"E"
"Disney Sing It","X360","Misc",0.43,53,10,51,6,"E"
"Microsoft Flight Simulator X","PC","Simulation",0.43,80,28,75,95,"E"
"NBA Street","GC","Sports",0.42,88,15,85,7,"E"
"2014 FIFA World Cup Brazil","X360","Sports",0.42,74,29,43,93,"E"
"Mega Man Battle Network","GBA","Role-Playing",0.42,79,10,88,24,"E"
"Colony Wars","PS","Simulation",0.42,91,12,77,12,"E"
"All-Star Baseball 2004","PS2","Sports",0.42,78,19,74,11,"E"
"NASCAR Thunder 2002","PS","Racing",0.42,69,8,68,10,"E"
"2010 FIFA World Cup South Africa","Wii","Sports",0.42,70,19,66,11,"E"
"ESPN NHL 2K5","XB","Sports",0.42,88,32,84,14,"E"
"Hot Wheels World Race","PS2","Racing",0.42,55,5,76,9,"E"
"Superman: Shadow of Apokolips","PS2","Action",0.42,64,22,71,9,"E"
"NASCAR Kart Racing","Wii","Racing",0.42,70,12,80,9,"E"
"Lemony Snicket's A Series of Unfortunate Events","GBA","Platform",0.42,72,8,79,4,"E"
"NBA Live 06","PSP","Sports",0.42,80,18,75,13,"E"
"MLB 08: The Show","PS2","Sports",0.42,84,12,72,7,"E"
"Dance Dance Revolution Ultramix 2","XB","Simulation",0.42,78,16,70,7,"E"
"Mega Man Anniversary Collection","GC","Platform",0.42,81,32,87,17,"E"
"Crash: Mind Over Mutant","DS","Platform",0.42,45,12,57,8,"E"
"Mega Man X6","PS","Action",0.42,65,14,67,44,"E"
"NHL Slapshot","Wii","Sports",0.42,76,25,80,7,"E"
"Paper Mario: Color Splash","WiiU","Role-Playing",0.42,75,72,67,208,"E"
"Mega Man Legends 2","PS","Adventure",0.42,76,10,87,29,"E"
"Animal Crossing: Amiibo Festival","WiiU","Misc",0.41,46,20,43,173,"E"
"NFL GameDay 2004","PS2","Sports",0.41,65,25,86,6,"E"
"Farming Simulator 17","PS4","Simulation",0.41,69,17,86,12,"E"
"Football Manager Handheld 2011","PSP","Sports",0.41,77,5,76,6,"E"
"F1 2014","PS3","Racing",0.41,62,19,40,28,"E"
"Cars: Mater-National Championship","PS3","Racing",0.41,63,8,47,4,"E"
"Top Spin 4","X360","Sports",0.41,84,54,81,70,"E"
"NiGHTS: Journey of Dreams","Wii","Platform",0.41,69,47,84,55,"E"
"Ed, Edd n Eddy: The Mis-Edventures","PS2","Platform",0.41,50,5,75,16,"E"
"Disney's Tarzan Untamed","PS2","Platform",0.41,59,7,70,7,"E"
"Fantastic Pets","X360","Simulation",0.41,66,11,74,4,"E"
"Katamari Forever","PS3","Puzzle",0.4,74,51,80,50,"E"
"NFL GameDay 2002","PS","Sports",0.4,62,10,87,4,"E"
"Tak and the Power of Juju","GC","Platform",0.4,71,16,81,9,"E"
"NBA Jam","Wii","Sports",0.4,79,43,84,20,"E"
"Rune Factory 3: A Fantasy Harvest Moon","DS","Role-Playing",0.4,77,10,85,46,"E"
"Harry Potter: Quidditch World Cup","GC","Sports",0.4,68,16,84,10,"E"
"18 Wheeler: American Pro Trucker","PS2","Racing",0.4,61,11,56,18,"E"
"Wall-E","PS3","Platform",0.4,51,24,49,7,"E"
"Atari Anthology","PS2","Misc",0.4,66,12,42,6,"E"
"FIFA 14","PC","Sports",0.4,87,6,45,441,"E"
"MLB 2006","PS2","Sports",0.4,81,32,89,21,"E"
"MX vs. ATV Unleashed","XB","Racing",0.4,80,21,82,13,"E"
"FIFA Soccer 13","PC","Action",0.4,86,7,65,286,"E"
"NBA Live 2002","XB","Sports",0.4,76,15,74,6,"E"
"Ghostbusters: The Video Game","DS","Action",0.4,55,17,59,7,"E"
"Harvest Moon: Save the Homeland","PS2","Simulation",0.4,76,14,87,72,"E"
"Suzuki TT Superbikes","PS2","Racing",0.4,71,7,84,8,"E"
"Sherlock Holmes: The Mystery of the Mummy","DS","Adventure",0.39,57,8,30,9,"E"
"Fishing Resort","Wii","Sports",0.39,69,9,69,8,"E"
"NBA Jam","PS3","Sports",0.39,71,33,56,14,"E"
"NBA Jam","X360","Sports",0.39,75,30,69,24,"E"
"Madden NFL Football","3DS","Sports",0.39,49,18,52,16,"E"
"SSX 3","XB","Sports",0.39,92,27,86,25,"E"
"Madden NFL 2005","GBA","Sports",0.39,79,9,75,5,"E"
"Monopoly Streets","PS3","Misc",0.39,64,11,60,9,"E"
"Chessmaster","PS2","Misc",0.39,79,9,72,13,"E"
"Advance Wars: Dual Strike","DS","Strategy",0.39,90,49,89,163,"E"
"Auto Modellista","PS2","Racing",0.39,66,20,74,13,"E"
"EA Sports Active 2","X360","Sports",0.39,68,21,53,9,"E"
"MotoGP 08","PS3","Racing",0.39,65,21,59,9,"E"
"Harry Potter: Quidditch World Cup","GBA","Sports",0.39,53,6,82,9,"E"
"Farming Simulator 2013","X360","Simulation",0.38,33,12,61,30,"E"
"ESPN College Hoops 2K5","XB","Sports",0.38,86,18,82,11,"E"
"NFL GameDay 2002","PS2","Sports",0.38,51,18,45,5,"E"
"NCAA Football 08","PS3","Sports",0.38,77,13,78,28,"E"
"Brunswick Pro Bowling","Wii","Sports",0.38,52,11,53,23,"E"
"Bratz: Rock Angelz","PS2","Misc",0.38,60,7,50,7,"E"
"SSX 3","GC","Sports",0.38,92,27,86,45,"E"
"LocoRoco","PSP","Platform",0.38,83,67,86,89,"E"
"MX vs. ATV Untamed","PS2","Racing",0.38,53,13,81,5,"E"
"Get Fit with Mel B","PS3","Sports",0.38,73,4,57,4,"E"
"Pokemon Channel","GC","Adventure",0.38,55,21,59,22,"E"
"Virtua Tennis 2009","PS3","Sports",0.38,70,34,62,21,"E"
"The Dog Island","Wii","Adventure",0.38,70,4,80,12,"E"
"Madagascar: Escape 2 Africa","PS2","Action",0.38,56,4,57,6,"E"
"Pro Evolution Soccer 2011 3D","3DS","Sports",0.38,73,43,66,18,"E"
"Harry Potter and the Prisoner of Azkaban","GC","Action",0.38,67,22,72,8,"E"
"GRID 2","PS3","Racing",0.37,82,20,65,173,"E"
"Disney Sing It","PS3","Misc",0.37,54,11,34,6,"E"
"Major League Baseball 2K6","X360","Sports",0.37,66,22,38,37,"E"
"NBA 2K7","PS3","Sports",0.37,80,20,73,8,"E"
"Monsters, Inc. Scream Arena","GC","Platform",0.37,39,7,46,14,"E"
"High Heat Major League Baseball 2003","PS2","Sports",0.37,84,23,78,7,"E"
"Trivial Pursuit","X360","Misc",0.37,66,19,63,9,"E"
"Tiger Woods PGA Tour 14","PS3","Sports",0.37,74,28,37,26,"E"
"Pac-Man World 2","GC","Action",0.37,74,18,82,19,"E"
"Rocket League","PS4","Sports",0.37,85,50,86,1290,"E"
"The BIGS","Wii","Sports",0.37,66,15,70,14,"E"
"The Legend of Spyro: A New Beginning","DS","Platform",0.37,68,10,67,8,"E"
"DiRT Rally","PS4","Racing",0.37,85,46,80,196,"E"
"NFL Street 2 Unleashed","PSP","Sports",0.37,73,23,73,14,"E"
"FIFA Street 2","PS2","Sports",0.37,59,27,76,42,"E"
"Virtua Tennis 2009","Wii","Sports",0.37,73,33,76,21,"E"
"The Legend of Spyro: The Eternal Night","DS","Platform",0.37,56,4,26,6,"E"
"NCAA Football 07","PSP","Sports",0.37,75,16,78,11,"E"
"NBA Live 2003","XB","Sports",0.36,82,17,87,6,"E"
"ESPN X Games Skateboarding","PS2","Sports",0.36,58,15,77,14,"E"
"High Heat Major League Baseball 2004","PS2","Sports",0.36,83,17,80,12,"E"
"Robots","PS2","Action",0.36,53,6,59,8,"E"
"Monster Rancher 3","PS2","Simulation",0.36,77,13,84,23,"E"
"Hamtaro: Ham-Ham Heartbreak","GBA","Action",0.36,72,7,92,18,"E"
"NBA 2K6","XB","Action",0.36,84,27,86,15,"E"
"ESPN NFL Football","XB","Sports",0.36,91,25,88,45,"E"
"Rapala Pro Fishing","PS2","Sports",0.36,59,6,86,32,"E"
"Tiger Woods PGA Tour 09","PSP","Sports",0.36,53,4,54,6,"E"
"Harry Potter and the Chamber of Secrets","XB","Action",0.36,77,13,71,12,"E"
"ESPN: Sports Connection","WiiU","Sports",0.36,31,13,26,18,"E"
"Tiger Woods PGA Tour 14","X360","Sports",0.35,77,28,61,26,"E"
"LocoRoco 2","PSP","Platform",0.35,85,55,83,44,"E"
"Football Manager Handheld 2010","PSP","Sports",0.35,69,10,68,7,"E"
"Star Wars: Flight of the Falcon","GBA","Action",0.35,39,13,57,11,"E"
"Football Manager 2016","PC","Simulation",0.35,81,34,68,97,"E"
"MotoGP 08","X360","Racing",0.35,68,20,55,12,"E"
"NFL Street","GC","Sports",0.35,81,30,79,4,"E"
"Karaoke Revolution","PS2","Misc",0.35,83,29,90,17,"E"
"MLB 06: The Show","PSP","Sports",0.35,83,30,84,32,"E"
"Charlie and the Chocolate Factory","PS2","Adventure",0.35,35,21,40,28,"E"
"TrackMania Turbo","PS4","Action",0.35,81,52,78,110,"E"
"Tiger Woods PGA Tour 12: The Masters","Wii","Sports",0.34,85,14,66,7,"E"
"WipEout 3","PS","Racing",0.34,89,14,84,15,"E"
"Monster Rancher 4","PS2","Simulation",0.34,77,21,90,18,"E"
"Racquet Sports","PS3","Sports",0.34,45,17,42,8,"E"
"SpongeBob SquarePants: The Yellow Avenger","DS","Action",0.34,67,5,75,10,"E"
"Monopoly","PS3","Misc",0.34,54,4,66,13,"E"
"SimCity Creator","DS","Simulation",0.34,69,16,72,8,"E"
"MVP 06 NCAA Baseball","XB","Sports",0.34,75,29,85,17,"E"
"Herbie: Fully Loaded","GBA","Racing",0.34,47,9,67,4,"E"
"Teenage Mutant Ninja Turtles","GC","Action",0.34,57,25,79,8,"E"
"MXRider","PS2","Racing",0.34,69,16,67,6,"E"
"Banjo-Kazooie: Grunty's Revenge","GBA","Platform",0.33,72,21,80,18,"E"
"NCAA Basketball 10","PS3","Sports",0.33,75,17,77,6,"E"
"Avatar: The Last Airbender","DS","Adventure",0.33,64,9,63,7,"E"
"Klonoa 2: Lunatea's Veil","PS2","Platform",0.33,91,18,90,72,"E"
"Tak 2: The Staff of Dreams","GC","Platform",0.33,75,22,85,8,"E"
"Bee Movie Game","Wii","Action",0.33,62,16,75,7,"E"
"Kelly Slater's Pro Surfer","PS2","Sports",0.33,77,19,83,15,"E"
"Virtua Tennis 2009","X360","Sports",0.33,70,43,61,15,"E"
"MLB 09: The Show","PS2","Sports",0.33,79,7,74,12,"E"
"Classic NES Series: Castlevania","GBA","Platform",0.33,74,10,85,12,"E"
"Planet Puzzle League","DS","Puzzle",0.33,86,25,81,15,"E"
"SpongeBob SquarePants: Creature from the Krusty Krab","GC","Platform",0.33,74,5,76,12,"E"
"MLB 08: The Show","PSP","Sports",0.33,83,14,83,12,"E"
"Spy Kids 3-D: Game Over","GBA","Platform",0.33,62,4,76,6,"E"
"Power Rangers: Ninja Storm","GBA","Misc",0.33,55,4,77,6,"E"
"MVP Baseball 2005","GC","Sports",0.33,88,20,86,16,"E"
"SSX Blur","Wii","Sports",0.33,74,52,80,60,"E"
"MX vs. ATV Untamed","Wii","Racing",0.33,70,7,82,9,"E"
"Major League Baseball 2K6","XB","Sports",0.33,71,21,56,12,"E"
"EA Playground","DS","Sports",0.33,60,8,75,13,"E"
"Mystery Case Files: The Malgrave Incident","Wii","Adventure",0.32,65,26,81,5,"E"
"Elebits","Wii","Action",0.32,75,46,73,33,"E"
"NBA Street V3","XB","Sports",0.32,89,41,88,10,"E"
"Harvest Moon: Back to Nature","PS","Simulation",0.32,82,6,92,78,"E"
"Beautiful Katamari","X360","Puzzle",0.32,73,52,69,40,"E"
"Sky Odyssey","PS2","Simulation",0.32,79,18,83,9,"E"
"FIFA Street 3","PS3","Sports",0.32,63,37,68,19,"E"
"FIFA 2001 Major League Soccer","PS","Sports",0.32,85,10,77,5,"E"
"Frogger's Adventures: The Rescue","PS2","Platform",0.32,59,12,84,6,"E"
"Karaoke Revolution Volume 3","PS2","Misc",0.32,82,25,77,10,"E"
"Disney's Extreme Skate Adventure","PS2","Sports",0.32,78,15,82,12,"E"
"NBA 2K3","XB","Sports",0.32,87,15,78,9,"E"
"All-Star Baseball 2005","PS2","Sports",0.32,72,13,85,21,"E"
"NFL Fever 2004","XB","Sports",0.32,74,29,87,16,"E"
"FIFA Street 3","X360","Sports",0.32,63,48,68,18,"E"
"Romance of the Three Kingdoms VII","PS2","Strategy",0.32,72,10,86,11,"E"
"Monsters, Inc.","PS2","Adventure",0.32,52,15,71,10,"E"
"Rugby World Cup 2011","PS3","Sports",0.32,50,12,55,7,"E"
"F1 Race Stars","PS3","Racing",0.32,61,27,55,34,"E"
"MLB 07: The Show","PS3","Sports",0.31,77,30,74,17,"E"
"Crash Nitro Kart","XB","Racing",0.31,70,14,88,16,"E"
"Fishing Master","Wii","Misc",0.31,58,9,80,9,"E"
"Madden NFL 2004","GBA","Sports",0.31,70,9,65,5,"E"
"NBA Inside Drive 2003","XB","Sports",0.31,72,21,77,12,"E"
